timestamp,cpu,memory,latency
2025-10-08 02:37:40.720999956+00:00,1156.328125,7087099904,7259.0523753
2025-10-08 02:37:55.720999956+00:00,1156.328125,7176364032,7259.178873
2025-10-08 02:38:10.720999956+00:00,1156.328125,7186223104,7259.283881099999
2025-10-08 02:38:25.720999956+00:00,1156.328125,7202775040,7259.357932
2025-10-08 02:38:40.720999956+00:00,1156.328125,7233470464,7259.5214283
2025-10-08 02:38:55.720999956+00:00,1156.328125,7165120512,7259.858149299999
2025-10-08 02:39:10.720999956+00:00,1156.359375,7209541632,7260.2546992
2025-10-08 02:39:25.720999956+00:00,1156.375,7212744704,7260.566279799999
2025-10-08 02:39:40.720999956+00:00,1156.375,7297433600,7260.953730499999
2025-10-08 02:39:55.720999956+00:00,1156.375,7160274944,7261.4611402
2025-10-08 02:40:10.720999956+00:00,1156.375,7205138432,7261.917238399999
2025-10-08 02:40:25.720999956+00:00,1156.375,7208710144,7262.3062727
2025-10-08 02:40:40.720999956+00:00,1156.375,7143075840,7262.9879267
2025-10-08 02:40:55.720999956+00:00,1156.40625,7190945792,7263.374517499999
2025-10-08 02:41:10.720999956+00:00,1156.421875,6473150464,7265.468078399999
2025-10-08 02:41:25.720999956+00:00,1156.453125,6082564096,7266.620765699999
2025-10-08 02:41:40.720999956+00:00,1156.46875,6422175744,7272.1379895
2025-10-08 02:41:55.720999956+00:00,1156.515625,6519771136,7273.9305569
2025-10-08 02:42:10.720999956+00:00,1156.53125,6376357888,7274.487505999999
2025-10-08 02:42:25.720999956+00:00,1156.53125,6331355136,7274.815778599999
2025-10-08 02:42:40.720999956+00:00,1156.53125,6328934400,7275.9252842
2025-10-08 02:42:55.720999956+00:00,1156.578125,6319448064,7276.2770012
2025-10-08 02:43:10.720999956+00:00,1156.578125,6428573696,7276.825813599999
2025-10-08 02:43:25.720999956+00:00,1156.578125,6392295424,7277.4628788
2025-10-08 02:43:40.720999956+00:00,1156.578125,6387666944,7278.104574499999
2025-10-08 02:43:55.720999956+00:00,1156.59375,6293733376,7278.4736213
2025-10-08 02:44:10.720999956+00:00,1156.609375,6345551872,7278.574510099999
2025-10-08 02:44:25.720999956+00:00,1156.609375,6446559232,7278.6529525
2025-10-08 02:44:40.720999956+00:00,1156.609375,6272622592,7278.772079699999
2025-10-08 02:44:55.720999956+00:00,1156.609375,6348754944,7278.9351102
2025-10-08 02:45:10.720999956+00:00,1156.609375,6323585024,7279.1025578
2025-10-08 02:45:25.720999956+00:00,1156.625,6289465344,7279.194710799999
2025-10-08 02:45:40.720999956+00:00,1156.625,6265356288,7279.3373999
2025-10-08 02:45:55.720999956+00:00,1156.625,6341353472,7279.502462099999
2025-10-08 02:46:10.720999956+00:00,1156.625,6334402560,7279.5859394
2025-10-08 02:46:25.720999956+00:00,1156.625,6368882688,7279.6441073
2025-10-08 02:46:40.720999956+00:00,1156.625,6394048512,7279.697060699999
2025-10-08 02:46:55.720999956+00:00,1156.625,6349635584,7280.001898799999
2025-10-08 02:47:10.720999956+00:00,1156.625,6443778048,7280.0821877
2025-10-08 02:47:25.720999956+00:00,1156.625,6458912768,7280.1676521
2025-10-08 02:47:40.720999956+00:00,1156.625,6457028608,7280.231884799999
2025-10-08 02:47:55.720999956+00:00,1156.625,6486478848,7280.2927996
2025-10-08 02:48:10.720999956+00:00,1156.625,6532030464,7280.3625901
2025-10-08 02:48:25.720999956+00:00,1156.625,6537297920,7280.4402884
2025-10-08 02:48:40.720999956+00:00,1156.625,6535106560,7280.5418549
2025-10-08 02:48:55.720999956+00:00,1156.625,6432477184,7280.7085442
2025-10-08 02:49:10.720999956+00:00,1156.625,6346309632,7280.866776
2025-10-08 02:49:25.720999956+00:00,1156.625,6370332672,7280.9728863
2025-10-08 02:49:40.720999956+00:00,1156.625,6377930752,7281.0734677
2025-10-08 02:49:55.720999956+00:00,1156.625,6467072000,7281.1625859
2025-10-08 02:50:10.720999956+00:00,1156.625,6505414656,7281.235723
2025-10-08 02:50:25.720999956+00:00,1156.625,6508871680,7281.2819019
2025-10-08 02:50:40.720999956+00:00,1156.625,6492225536,7281.3619215
2025-10-08 02:50:55.720999956+00:00,1156.625,6503628800,7281.4143128
2025-10-08 02:51:10.720999956+00:00,1156.625,6504304640,7281.4922778
2025-10-08 02:51:25.720999956+00:00,1156.640625,6529081344,7281.6314285
2025-10-08 02:51:40.720999956+00:00,1156.640625,6347513856,7281.7641155
2025-10-08 02:51:55.720999956+00:00,1156.640625,6313496576,7281.894466199999
2025-10-08 02:52:10.720999956+00:00,1156.640625,6320652288,7281.9972256
2025-10-08 02:52:25.720999956+00:00,1156.640625,6333190144,7282.0676776
2025-10-08 02:52:40.720999956+00:00,1156.65625,6400909312,7282.1475215
2025-10-08 02:52:55.720999956+00:00,1156.65625,6427377664,7282.2127457
2025-10-08 02:53:10.720999956+00:00,1156.65625,6468235264,7282.3058737
2025-10-08 02:53:25.720999956+00:00,1156.65625,6470279168,7282.337428199999
2025-10-08 02:53:40.720999956+00:00,1156.65625,6473355264,7282.4003262
2025-10-08 02:53:55.720999956+00:00,1156.65625,6476738560,7282.4920913
2025-10-08 02:54:10.720999956+00:00,1156.65625,6474469376,7282.550185999999
2025-10-08 02:54:25.720999956+00:00,1156.65625,6477406208,7282.6151847
2025-10-08 02:54:40.720999956+00:00,1156.65625,6474465280,7282.6694658
2025-10-08 02:54:55.720999956+00:00,1156.65625,6397087744,7282.7133398
2025-10-08 02:55:10.720999956+00:00,1156.65625,6412918784,7282.8113796
2025-10-08 02:55:25.720999956+00:00,1156.6875,6052786176,7283.2194469
2025-10-08 02:55:40.720999956+00:00,1156.71875,6021210112,7283.9057979
2025-10-08 02:55:55.720999956+00:00,1156.734375,5951512576,7284.3443258
2025-10-08 02:56:10.720999956+00:00,1156.734375,6020841472,7284.7875249
2025-10-08 02:56:25.720999956+00:00,1156.734375,6214983680,7285.436619999999
2025-10-08 02:56:40.720999956+00:00,1156.75,6273830912,7285.915317899999
2025-10-08 02:56:55.720999956+00:00,1156.75,6193369088,7288.5587347
2025-10-08 02:57:10.720999956+00:00,1156.75,6159577088,7289.0483349
2025-10-08 02:57:25.720999956+00:00,1156.75,5968056320,7289.239895299999
2025-10-08 02:57:40.720999956+00:00,1156.796875,5948194816,7291.7624467
2025-10-08 02:57:55.720999956+00:00,1156.796875,5897932800,7292.1506276
2025-10-08 02:58:10.720999956+00:00,1156.8125,6012940288,7292.3357724
2025-10-08 02:58:25.720999956+00:00,1156.8125,6027337728,7292.736113399999
2025-10-08 02:58:40.720999956+00:00,1156.828125,6050623488,7293.092118099999
2025-10-08 02:58:55.720999956+00:00,1156.859375,6197231616,7293.4352309
2025-10-08 02:59:10.720999956+00:00,1156.875,6262775808,7293.802070899999
2025-10-08 02:59:25.720999956+00:00,1156.890625,6195617792,7295.1408698
2025-10-08 02:59:40.720999956+00:00,1156.890625,6149509120,7295.5250019
2025-10-08 02:59:55.720999956+00:00,1156.890625,6195757056,7295.814419499999
2025-10-08 03:00:10.720999956+00:00,1156.90625,6116847616,7297.1067518
2025-10-08 03:00:25.720999956+00:00,1156.9375,6082023424,7297.4456645
2025-10-08 03:00:40.720999956+00:00,1157.0,6023114752,7297.705818599999
2025-10-08 03:00:55.720999956+00:00,1157.0,6189187072,7298.034000699999
2025-10-08 03:01:10.720999956+00:00,1157.015625,6265606144,7298.369455399999
2025-10-08 03:01:25.720999956+00:00,1157.015625,6329188352,7298.503350899999
2025-10-08 03:01:40.720999956+00:00,1157.015625,6334504960,7298.572106199999
